CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2021,CA-511,San Joaquin County CoC,Invalid,*
2021,CA-511,San Joaquin County CoC,Under 18,2301
2021,CA-511,San Joaquin County CoC,Unknown,41
2021,CA-512,San Mateo County CoC,18-24,245
2021,CA-512,San Mateo County CoC,25-34,628
2021,CA-512,San Mateo County CoC,35-44,653
2021,CA-512,San Mateo County CoC,45-54,665
2021,CA-512,San Mateo County CoC,55-64,870
2021,CA-512,San Mateo County CoC,65+,498
2021,CA-512,San Mateo County CoC,Invalid,*
2021,CA-512,San Mateo County CoC,Under 18,936
2021,CA-512,San Mateo County CoC,Unknown,16
2021,CA-513,"Kings, Tulare Counties CoC",18-24,308
2021,CA-513,"Kings, Tulare Counties CoC",25-34,534
2021,CA-513,"Kings, Tulare Counties CoC",35-44,610
2021,CA-513,"Kings, Tulare Counties CoC",45-54,480
2021,CA-513,"Kings, Tulare Counties CoC",55-64,404
2021,CA-513,"Kings, Tulare Counties CoC",65+,124
2021,CA-513,"Kings, Tulare Counties CoC",Under 18,966
2021,CA-514,"Fresno, Madera Counties CoC",18-24,389
2021,CA-514,"Fresno, Madera Counties CoC",25-34,1108
2021,CA-514,"Fresno, Madera Counties CoC",35-44,1295
2021,CA-514,"Fresno, Madera Counties CoC",45-54,1244
2021,CA-514,"Fresno, Madera Counties CoC",55-64,1043
2021,CA-514,"Fresno, Madera Counties CoC",65+,369
2021,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2021,CA-514,"Fresno, Madera Counties CoC",Under 18,950
2021,CA-514,"Fresno, Madera Counties CoC",Unknown,20
2021,CA-515,Placer County CoC,18-24,138
2021,CA-515,Placer County CoC,25-34,369
2021,CA-515,Placer County CoC,35-44,360
2021,CA-515,Placer County CoC,45-54,338
2021,CA-515,Placer County CoC,55-64,323
2021,CA-515,Placer County CoC,65+,145
2021,CA-515,Placer County CoC,Invalid,*
2021,CA-515,Placer County CoC,Under 18,350
2021,CA-515,Placer County CoC,Unknown,14
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,123
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,273
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,314
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,239
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,296
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,154
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,350
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,35
2021,CA-517,Napa County CoC,18-24,51
2021,CA-517,Napa County CoC,25-34,106
2021,CA-517,Napa County CoC,35-44,142
2021,CA-517,Napa County CoC,45-54,147
2021,CA-517,Napa County CoC,55-64,145
2021,CA-517,Napa County CoC,65+,65
2021,CA-517,Napa County CoC,Invalid,*
2021,CA-517,Napa County CoC,Under 18,91
2021,CA-518,Solano County CoC,18-24,66
2021,CA-518,Solano County CoC,25-34,223
2021,CA-518,Solano County CoC,35-44,223
2021,CA-518,Solano County CoC,45-54,213
2021,CA-518,Solano County CoC,55-64,283
2021,CA-518,Solano County CoC,65+,133
2021,CA-518,Solano County CoC,Under 18,215
2021,CA-518,Solano County CoC,Unknown,*
2021,CA-519,Butte County CoC,18-24,153
2021,CA-519,Butte County CoC,25-34,327
2021,CA-519,Butte County CoC,35-44,364
2021,CA-519,Butte County CoC,45-54,323
2021,CA-519,Butte County CoC,55-64,315
2021,CA-519,Butte County CoC,65+,193
2021,CA-519,Butte County CoC,Under 18,360
2021,CA-519,Butte County CoC,Unknown,15
2021,CA-520,Merced County CoC,18-24,174
2021,CA-520,Merced County CoC,25-34,435
2021,CA-520,Merced County CoC,35-44,439
2021,CA-520,Merced County CoC,45-54,331
2021,CA-520,Merced County CoC,55-64,320
2021,CA-520,Merced County CoC,65+,117
2021,CA-520,Merced County CoC,Invalid,*
2021,CA-520,Merced County CoC,Under 18,514
2021,CA-520,Merced County CoC,Unknown,*
2021,CA-521,Yolo County CoC,18-24,97
2021,CA-521,Yolo County CoC,25-34,214
2021,CA-521,Yolo County CoC,35-44,223
2021,CA-521,Yolo County CoC,45-54,184
2021,CA-521,Yolo County CoC,55-64,202
2021,CA-521,Yolo County CoC,65+,99
2021,CA-521,Yolo County CoC,Under 18,407
2021,CA-521,Yolo County CoC,Unknown,*
2021,CA-522,Humboldt County CoC,18-24,132
2021,CA-522,Humboldt County CoC,25-34,196
2021,CA-522,Humboldt County CoC,35-44,378
2021,CA-522,Humboldt County CoC,45-54,283
2021,CA-522,Humboldt County CoC,55-64,256
2021,CA-522,Humboldt County CoC,65+,130
2021,CA-522,Humboldt County CoC,Invalid,*
2021,CA-522,Humboldt County CoC,Under 18,205
2021,CA-522,Humboldt County CoC,Unknown,29
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,70
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,115
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,99
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,77
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,65
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,32
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,216
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2021,CA-524,"Yuba, Sutter Counties CoC",18-24,157
2021,CA-524,"Yuba, Sutter Counties CoC",25-34,342
2021,CA-524,"Yuba, Sutter Counties CoC",35-44,291
2021,CA-524,"Yuba, Sutter Counties CoC",45-54,239
2021,CA-524,"Yuba, Sutter Counties CoC",55-64,277
2021,CA-524,"Yuba, Sutter Counties CoC",65+,141
2021,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2021,CA-524,"Yuba, Sutter Counties CoC",Under 18,719
2021,CA-525,El Dorado County CoC,18-24,26
2021,CA-525,El Dorado County CoC,25-34,42
2021,CA-525,El Dorado County CoC,35-44,62
2021,CA-525,El Dorado County CoC,45-54,60
2021,CA-525,El Dorado County CoC,55-64,84
2021,CA-525,El Dorado County CoC,65+,52
2021,CA-525,El Dorado County CoC,Invalid,*
2021,CA-525,El Dorado County CoC,Under 18,94
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,53
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,123
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,99
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,107
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,105
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,50
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,189
2021,CA-527,Tehama County CoC,18-24,23
2021,CA-527,Tehama County CoC,25-34,40
2021,CA-527,Tehama County CoC,35-44,52
2021,CA-527,Tehama County CoC,45-54,30
2021,CA-527,Tehama County CoC,55-64,33
2021,CA-527,Tehama County CoC,65+,17
2021,CA-527,Tehama County CoC,Under 18,80
2021,CA-527,Tehama County CoC,Unknown,16
2021,CA-529,Lake County CoC,18-24,24
2021,CA-529,Lake County CoC,25-34,87
2021,CA-529,Lake County CoC,35-44,67
2021,CA-529,Lake County CoC,45-54,47
2021,CA-529,Lake County CoC,55-64,58
2021,CA-529,Lake County CoC,65+,32
2021,CA-529,Lake County CoC,Under 18,70
2021,CA-529,Lake County CoC,Unknown,*
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,17
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,36
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,34
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,26
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,36
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,13
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,61
2021,CA-531,Nevada County CoC,18-24,49
2021,CA-531,Nevada County CoC,25-34,122
2021,CA-531,Nevada County CoC,35-44,123
2021,CA-531,Nevada County CoC,45-54,114
2021,CA-531,Nevada County CoC,55-64,142
2021,CA-531,Nevada County CoC,65+,67
2021,CA-531,Nevada County CoC,Under 18,71
2021,CA-531,Nevada County CoC,Unknown,34
2021,CA-600,Los Angeles County CoC,18-24,6729
2021,CA-600,Los Angeles County CoC,25-34,15423
2021,CA-600,Los Angeles County CoC,35-44,15214
2021,CA-600,Los Angeles County CoC,45-54,13368
2021,CA-600,Los Angeles County CoC,55-64,12812
2021,CA-600,Los Angeles County CoC,65+,5364
2021,CA-600,Los Angeles County CoC,Invalid,21
2021,CA-600,Los Angeles County CoC,Under 18,13027
2021,CA-600,Los Angeles County CoC,Unknown,3425
2021,CA-601,San Diego County CoC,18-24,1874
2021,CA-601,San Diego County CoC,25-34,3887
2021,CA-601,San Diego County CoC,35-44,3636
2021,CA-601,San Diego County CoC,45-54,3529
2021,CA-601,San Diego County CoC,55-64,3726
2021,CA-601,San Diego County CoC,65+,1517
2021,CA-601,San Diego County CoC,Invalid,14
2021,CA-601,San Diego County CoC,Under 18,4384
2021,CA-601,San Diego County CoC,Unknown,364
2021,CA-602,Orange County CoC,18-24,880
2021,CA-602,Orange County CoC,25-34,2190
2021,CA-602,Orange County CoC,35-44,2129
2021,CA-602,Orange County CoC,45-54,1964
2021,CA-602,Orange County CoC,55-64,2084
2021,CA-602,Orange County CoC,65+,910
2021,CA-602,Orange County CoC,Under 18,3446
2021,CA-602,Orange County CoC,Unknown,3144
2021,CA-603,Santa Barbara County CoC,18-24,232
2021,CA-603,Santa Barbara County CoC,25-34,537
2021,CA-603,Santa Barbara County CoC,35-44,608
2021,CA-603,Santa Barbara County CoC,45-54,518
2021,CA-603,Santa Barbara County CoC,55-64,604
2021,CA-603,Santa Barbara County CoC,65+,271
2021,CA-603,Santa Barbara County CoC,Invalid,*
2021,CA-603,Santa Barbara County CoC,Under 18,578
2021,CA-603,Santa Barbara County CoC,Unknown,*
2021,CA-604,Kern County CoC,18-24,604
2021,CA-604,Kern County CoC,25-34,1263
2021,CA-604,Kern County CoC,35-44,1261
2021,CA-604,Kern County CoC,45-54,1045
2021,CA-604,Kern County CoC,55-64,914
2021,CA-604,Kern County CoC,65+,294
2021,CA-604,Kern County CoC,Invalid,*
2021,CA-604,Kern County CoC,Under 18,2015
2021,CA-604,Kern County CoC,Unknown,*
2021,CA-606,Long Beach CoC (Los Angeles County),18-24,193
2021,CA-606,Long Beach CoC (Los Angeles County),25-34,389
2021,CA-606,Long Beach CoC (Los Angeles County),35-44,456
2021,CA-606,Long Beach CoC (Los Angeles County),45-54,483
2021,CA-606,Long Beach CoC (Los Angeles County),55-64,695
2021,CA-606,Long Beach CoC (Los Angeles County),65+,403
2021,CA-606,Long Beach CoC (Los Angeles County),Invalid,*
2021,CA-606,Long Beach CoC (Los Angeles County),Under 18,447
2021,CA-606,Long Beach CoC (Los Angeles County),Unknown,60
2021,CA-607,Pasadena CoC (Los Angeles County),18-24,99
2021,CA-607,Pasadena CoC (Los Angeles County),25-34,123
2021,CA-607,Pasadena CoC (Los Angeles County),35-44,120
2021,CA-607,Pasadena CoC (Los Angeles County),45-54,164
2021,CA-607,Pasadena CoC (Los Angeles County),55-64,224
2021,CA-607,Pasadena CoC (Los Angeles County),65+,113
2021,CA-607,Pasadena CoC (Los Angeles County),Under 18,173
2021,CA-607,Pasadena CoC (Los Angeles County),Unknown,64
2021,CA-608,Riverside County CoC,18-24,626
2021,CA-608,Riverside County CoC,25-34,1424
2021,CA-608,Riverside County CoC,35-44,1311
2021,CA-608,Riverside County CoC,45-54,1095
2021,CA-608,Riverside County CoC,55-64,1089
2021,CA-608,Riverside County CoC,65+,531
2021,CA-608,Riverside County CoC,Invalid,*
2021,CA-608,Riverside County CoC,Under 18,2411
2021,CA-608,Riverside County CoC,Unknown,33
2021,CA-609,San Bernardino County CoC,18-24,670
2021,CA-609,San Bernardino County CoC,25-34,1270
2021,CA-609,San Bernardino County CoC,35-44,1099
2021,CA-609,San Bernardino County CoC,45-54,816
2021,CA-609,San Bernardino County CoC,55-64,878
2021,CA-609,San Bernardino County CoC,65+,368
2021,CA-609,San Bernardino County CoC,Under 18,2988
2021,CA-609,San Bernardino County CoC,Unknown,*
2021,CA-611,Ventura County CoC,18-24,97
2021,CA-611,Ventura County CoC,25-34,293
2021,CA-611,Ventura County CoC,35-44,386
2021,CA-611,Ventura County CoC,45-54,431
2021,CA-611,Ventura County CoC,55-64,542
2021,CA-611,Ventura County CoC,65+,296
2021,CA-611,Ventura County CoC,Invalid,*
2021,CA-611,Ventura County CoC,Under 18,281
2021,CA-611,Ventura County CoC,Unknown,12
2021,CA-612,Glendale CoC (Los Angeles County),18-24,41
2021,CA-612,Glendale CoC (Los Angeles County),25-34,88
2021,CA-612,Glendale CoC (Los Angeles County),35-44,82
2021,CA-612,Glendale CoC (Los Angeles County),45-54,89
2021,CA-612,Glendale CoC (Los Angeles County),55-64,129
2021,CA-612,Glendale CoC (Los Angeles County),65+,59
2021,CA-612,Glendale CoC (Los Angeles County),Under 18,131
2021,CA-613,Imperial County CoC,18-24,140
2021,CA-613,Imperial County CoC,25-34,259
2021,CA-613,Imperial County CoC,35-44,189
2021,CA-613,Imperial County CoC,45-54,123
2021,CA-613,Imperial County CoC,55-64,141
2021,CA-613,Imperial County CoC,65+,93
2021,CA-613,Imperial County CoC,Invalid,*
2021,CA-613,Imperial County CoC,Under 18,685
2021,CA-613,Imperial County CoC,Unknown,31
2021,CA-614,San Luis Obispo County CoC,18-24,175
2021,CA-614,San Luis Obispo County CoC,25-34,378
2021,CA-614,San Luis Obispo County CoC,35-44,388
2021,CA-614,San Luis Obispo County CoC,45-54,289
2021,CA-614,San Luis Obispo County CoC,55-64,282
2021,CA-614,San Luis Obispo County CoC,65+,146
2021,CA-614,San Luis Obispo County CoC,Invalid,*
2021,CA-614,San Luis Obispo County CoC,Under 18,611
2021,CA-614,San Luis Obispo County CoC,Unknown,*
2022,All,California,18-24,24099
2022,All,California,25-34,51899
2022,All,California,35-44,53230
2022,All,California,45-54,43293
2022,All,California,55-64,42851
2022,All,California,65+,19793
2022,All,California,Invalid,94
2022,All,California,Under 18,64524
2022,All,California,Unknown,7274
2022,CA-500,Santa Clara County CoC,18-24,1054
2022,CA-500,Santa Clara County CoC,25-34,2303
2022,CA-500,Santa Clara County CoC,35-44,2410
2022,CA-500,Santa Clara County CoC,45-54,1917
2022,CA-500,Santa Clara County CoC,55-64,1923
2022,CA-500,Santa Clara County CoC,65+,900
2022,CA-500,Santa Clara County CoC,Invalid,*
2022,CA-500,Santa Clara County CoC,Under 18,3762
2022,CA-500,Santa Clara County CoC,Unknown,17
2022,CA-501,San Francisco CoC,18-24,1660
2022,CA-501,San Francisco CoC,25-34,3504
2022,CA-501,San Francisco CoC,35-44,3504
2022,CA-501,San Francisco CoC,45-54,2599
2022,CA-501,San Francisco CoC,55-64,2140
2022,CA-501,San Francisco CoC,65+,993
2022,CA-501,San Francisco CoC,Invalid,11
2022,CA-501,San Francisco CoC,Under 18,3794
2022,CA-501,San Francisco CoC,Unknown,27
2022,CA-502,Alameda County CoC,18-24,961
2022,CA-502,Alameda County CoC,25-34,1986
2022,CA-502,Alameda County CoC,35-44,2029
2022,CA-502,Alameda County CoC,45-54,1903
2022,CA-502,Alameda County CoC,55-64,2087
2022,CA-502,Alameda County CoC,65+,970
2022,CA-502,Alameda County CoC,Invalid,*
2022,CA-502,Alameda County CoC,Under 18,1925
2022,CA-502,Alameda County CoC,Unknown,*
2022,CA-503,Sacramento County CoC,18-24,1202
2022,CA-503,Sacramento County CoC,25-34,1609
2022,CA-503,Sacramento County CoC,35-44,1764
2022,CA-503,Sacramento County CoC,45-54,1553
2022,CA-503,Sacramento County CoC,55-64,1588
2022,CA-503,Sacramento County CoC,65+,666
2022,CA-503,Sacramento County CoC,Invalid,*
2022,CA-503,Sacramento County CoC,Under 18,3525
2022,CA-503,Sacramento County CoC,Unknown,25
2022,CA-504,Sonoma County CoC,18-24,224
2022,CA-504,Sonoma County CoC,25-34,335
2022,CA-504,Sonoma County CoC,35-44,403
2022,CA-504,Sonoma County CoC,45-54,442
2022,CA-504,Sonoma County CoC,55-64,455
2022,CA-504,Sonoma County CoC,65+,256
2022,CA-504,Sonoma County CoC,Under 18,483
2022,CA-504,Sonoma County CoC,Unknown,*
2022,CA-505,Contra Costa County CoC,18-24,515
2022,CA-505,Contra Costa County CoC,25-34,986
2022,CA-505,Contra Costa County CoC,35-44,1084
2022,CA-505,Contra Costa County CoC,45-54,948
2022,CA-505,Contra Costa County CoC,55-64,1040
2022,CA-505,Contra Costa County CoC,65+,496
2022,CA-505,Contra Costa County CoC,Under 18,1272
2022,CA-506,"Monterey, San Benito Counties CoC",18-24,222
2022,CA-506,"Monterey, San Benito Counties CoC",25-34,443
2022,CA-506,"Monterey, San Benito Counties CoC",35-44,476
2022,CA-506,"Monterey, San Benito Counties CoC",45-54,345
2022,CA-506,"Monterey, San Benito Counties CoC",55-64,394
2022,CA-506,"Monterey, San Benito Counties CoC",65+,223
2022,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2022,CA-506,"Monterey, San Benito Counties CoC",Under 18,663
2022,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2022,CA-507,Marin County CoC,18-24,109
2022,CA-507,Marin County CoC,25-34,270
2022,CA-507,Marin County CoC,35-44,282
2022,CA-507,Marin County CoC,45-54,268
2022,CA-507,Marin County CoC,55-64,285
2022,CA-507,Marin County CoC,65+,182
2022,CA-507,Marin County CoC,Invalid,*
2022,CA-507,Marin County CoC,Under 18,403
2022,CA-507,Marin County CoC,Unknown,20
2022,CA-508,Santa Cruz County CoC,18-24,129
2022,CA-508,Santa Cruz County CoC,25-34,204
2022,CA-508,Santa Cruz County CoC,35-44,263
2022,CA-508,Santa Cruz County CoC,45-54,221
2022,CA-508,Santa Cruz County CoC,55-64,254
2022,CA-508,Santa Cruz County CoC,65+,214
2022,CA-508,Santa Cruz County CoC,Invalid,*
2022,CA-508,Santa Cruz County CoC,Under 18,550
2022,CA-509,Mendocino County CoC,18-24,88
2022,CA-509,Mendocino County CoC,25-34,264
2022,CA-509,Mendocino County CoC,35-44,318
2022,CA-509,Mendocino County CoC,45-54,268
2022,CA-509,Mendocino County CoC,55-64,214
2022,CA-509,Mendocino County CoC,65+,127
2022,CA-509,Mendocino County CoC,Invalid,*
2022,CA-509,Mendocino County CoC,Under 18,336
2022,CA-509,Mendocino County CoC,Unknown,*
2022,CA-510,Stanislaus County CoC,18-24,515
2022,CA-510,Stanislaus County CoC,25-34,1088
2022,CA-510,Stanislaus County CoC,35-44,1163
2022,CA-510,Stanislaus County CoC,45-54,878
2022,CA-510,Stanislaus County CoC,55-64,842
2022,CA-510,Stanislaus County CoC,65+,311
2022,CA-510,Stanislaus County CoC,Under 18,1485
2022,CA-510,Stanislaus County CoC,Unknown,14
2022,CA-511,San Joaquin County CoC,18-24,714
2022,CA-511,San Joaquin County CoC,25-34,1466
2022,CA-511,San Joaquin County CoC,35-44,1254
2022,CA-511,San Joaquin County CoC,45-54,776
2022,CA-511,San Joaquin County CoC,55-64,739
2022,CA-511,San Joaquin County CoC,65+,341
2022,CA-511,San Joaquin County CoC,Invalid,*
2022,CA-511,San Joaquin County CoC,Under 18,3591
2022,CA-511,San Joaquin County CoC,Unknown,65
2022,CA-512,San Mateo County CoC,18-24,302
2022,CA-512,San Mateo County CoC,25-34,751
2022,CA-512,San Mateo County CoC,35-44,747
2022,CA-512,San Mateo County CoC,45-54,729
2022,CA-512,San Mateo County CoC,55-64,919
2022,CA-512,San Mateo County CoC,65+,566
2022,CA-512,San Mateo County CoC,Under 18,1094
2022,CA-512,San Mateo County CoC,Unknown,33
2022,CA-513,"Kings, Tulare Counties CoC",18-24,335
2022,CA-513,"Kings, Tulare Counties CoC",25-34,674
2022,CA-513,"Kings, Tulare Counties CoC",35-44,730
2022,CA-513,"Kings, Tulare Counties CoC",45-54,543
2022,CA-513,"Kings, Tulare Counties CoC",55-64,414
2022,CA-513,"Kings, Tulare Counties CoC",65+,142
2022,CA-513,"Kings, Tulare Counties CoC",Under 18,1324
2022,CA-514,"Fresno, Madera Counties CoC",18-24,462
2022,CA-514,"Fresno, Madera Counties CoC",25-34,1411
2022,CA-514,"Fresno, Madera Counties CoC",35-44,1868
2022,CA-514,"Fresno, Madera Counties CoC",45-54,1621
2022,CA-514,"Fresno, Madera Counties CoC",55-64,1351
2022,CA-514,"Fresno, Madera Counties CoC",65+,460
2022,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2022,CA-514,"Fresno, Madera Counties CoC",Under 18,943
2022,CA-514,"Fresno, Madera Counties CoC",Unknown,29
2022,CA-515,Placer County CoC,18-24,182
2022,CA-515,Placer County CoC,25-34,452
2022,CA-515,Placer County CoC,35-44,488
2022,CA-515,Placer County CoC,45-54,384
2022,CA-515,Placer County CoC,55-64,356
2022,CA-515,Placer County CoC,65+,154
2022,CA-515,Placer County CoC,Under 18,477
2022,CA-515,Placer County CoC,Unknown,16
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,144
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,348
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,390
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,275
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,323
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,185
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,499
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,*
2022,CA-517,Napa County CoC,18-24,62
2022,CA-517,Napa County CoC,25-34,141
2022,CA-517,Napa County CoC,35-44,190
2022,CA-517,Napa County CoC,45-54,149
2022,CA-517,Napa County CoC,55-64,143
2022,CA-517,Napa County CoC,65+,66
2022,CA-517,Napa County CoC,Under 18,184
2022,CA-517,Napa County CoC,Unknown,*
2022,CA-518,Solano County CoC,18-24,83
2022,CA-518,Solano County CoC,25-34,203
2022,CA-518,Solano County CoC,35-44,227
2022,CA-518,Solano County CoC,45-54,181
2022,CA-518,Solano County CoC,55-64,272
2022,CA-518,Solano County CoC,65+,128
2022,CA-518,Solano County CoC,Invalid,*
2022,CA-518,Solano County CoC,Under 18,182
2022,CA-518,Solano County CoC,Unknown,*
2022,CA-519,Butte County CoC,18-24,183
2022,CA-519,Butte County CoC,25-34,408
2022,CA-519,Butte County CoC,35-44,488
2022,CA-519,Butte County CoC,45-54,432
2022,CA-519,Butte County CoC,55-64,416
2022,CA-519,Butte County CoC,65+,236
2022,CA-519,Butte County CoC,Under 18,298
2022,CA-519,Butte County CoC,Unknown,55
2022,CA-520,Merced County CoC,18-24,225
2022,CA-520,Merced County CoC,25-34,495
2022,CA-520,Merced County CoC,35-44,544
2022,CA-520,Merced County CoC,45-54,341
2022,CA-520,Merced County CoC,55-64,311
2022,CA-520,Merced County CoC,65+,122
2022,CA-520,Merced County CoC,Invalid,*
2022,CA-520,Merced County CoC,Under 18,978
2022,CA-520,Merced County CoC,Unknown,*
2022,CA-521,Yolo County CoC,18-24,101
2022,CA-521,Yolo County CoC,25-34,229
2022,CA-521,Yolo County CoC,35-44,253
2022,CA-521,Yolo County CoC,45-54,168
2022,CA-521,Yolo County CoC,55-64,194
2022,CA-521,Yolo County CoC,65+,83
2022,CA-521,Yolo County CoC,Under 18,470
2022,CA-522,Humboldt County CoC,18-24,170
2022,CA-522,Humboldt County CoC,25-34,315
2022,CA-522,Humboldt County CoC,35-44,493
2022,CA-522,Humboldt County CoC,45-54,399
2022,CA-522,Humboldt County CoC,55-64,378
2022,CA-522,Humboldt County CoC,65+,166
2022,CA-522,Humboldt County CoC,Invalid,*
2022,CA-522,Humboldt County CoC,Under 18,291
2022,CA-522,Humboldt County CoC,Unknown,29
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,56
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,94
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,106
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,83
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,61
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,20
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,197
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2022,CA-524,"Yuba, Sutter Counties CoC",18-24,156
2022,CA-524,"Yuba, Sutter Counties CoC",25-34,395
2022,CA-524,"Yuba, Sutter Counties CoC",35-44,449
2022,CA-524,"Yuba, Sutter Counties CoC",45-54,290
2022,CA-524,"Yuba, Sutter Counties CoC",55-64,303
2022,CA-524,"Yuba, Sutter Counties CoC",65+,135
2022,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2022,CA-524,"Yuba, Sutter Counties CoC",Under 18,907
2022,CA-524,"Yuba, Sutter Counties CoC",Unknown,*
2022,CA-525,El Dorado County CoC,18-24,36
2022,CA-525,El Dorado County CoC,25-34,57
2022,CA-525,El Dorado County CoC,35-44,66
2022,CA-525,El Dorado County CoC,45-54,55
2022,CA-525,El Dorado County CoC,55-64,78
2022,CA-525,El Dorado County CoC,65+,45
2022,CA-525,El Dorado County CoC,Invalid,*
2022,CA-525,El Dorado County CoC,Under 18,148
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,72
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,141
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,157
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,120
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,133
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,76
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,264
2022,CA-527,Tehama County CoC,18-24,43
2022,CA-527,Tehama County CoC,25-34,96
2022,CA-527,Tehama County CoC,35-44,107
2022,CA-527,Tehama County CoC,45-54,88
2022,CA-527,Tehama County CoC,55-64,70
2022,CA-527,Tehama County CoC,65+,29
2022,CA-527,Tehama County CoC,Under 18,218
2022,CA-527,Tehama County CoC,Unknown,52
