CALENDAR_YEAR,LOCATION_ID,race_ethnicity,CNT
2023,CA-512,Native Hawaiian or Pacific Islander,391
2023,CA-512,two or more races,4533
2023,CA-512,White,1727
2023,CA-513,"American Indian, Alaska Native, or Indigenous",93
2023,CA-513,Asian or Asian American,31
2023,CA-513,"Black, African American or African",479
2023,CA-513,Hispanic/Latina/e/o,419
2023,CA-513,Native Hawaiian or Pacific Islander,18
2023,CA-513,two or more races,4724
2023,CA-513,White,1453
2023,CA-514,"American Indian, Alaska Native, or Indigenous",250
2023,CA-514,Asian or Asian American,291
2023,CA-514,"Black, African American or African",1931
2023,CA-514,Hispanic/Latina/e/o,899
2023,CA-514,Native Hawaiian or Pacific Islander,44
2023,CA-514,two or more races,9266
2023,CA-514,White,2801
2023,CA-515,"American Indian, Alaska Native, or Indigenous",66
2023,CA-515,Asian or Asian American,29
2023,CA-515,"Black, African American or African",198
2023,CA-515,Hispanic/Latina/e/o,47
2023,CA-515,Native Hawaiian or Pacific Islander,23
2023,CA-515,two or more races,1078
2023,CA-515,White,1526
2023,CA-516,"American Indian, Alaska Native, or Indigenous",146
2023,CA-516,Asian or Asian American,18
2023,CA-516,"Black, African American or African",57
2023,CA-516,Hispanic/Latina/e/o,41
2023,CA-516,Native Hawaiian or Pacific Islander,11
2023,CA-516,two or more races,956
2023,CA-516,White,1524
2023,CA-517,"American Indian, Alaska Native, or Indigenous",23
2023,CA-517,Asian or Asian American,NULL
2023,CA-517,"Black, African American or African",60
2023,CA-517,Hispanic/Latina/e/o,45
2023,CA-517,Native Hawaiian or Pacific Islander,NULL
2023,CA-517,two or more races,837
2023,CA-517,White,468
2023,CA-518,"American Indian, Alaska Native, or Indigenous",15
2023,CA-518,Asian or Asian American,32
2023,CA-518,"Black, African American or African",581
2023,CA-518,Hispanic/Latina/e/o,20
2023,CA-518,Native Hawaiian or Pacific Islander,19
2023,CA-518,two or more races,669
2023,CA-518,White,387
2023,CA-519,"American Indian, Alaska Native, or Indigenous",144
2023,CA-519,Asian or Asian American,49
2023,CA-519,"Black, African American or African",269
2023,CA-519,Hispanic/Latina/e/o,90
2023,CA-519,Native Hawaiian or Pacific Islander,23
2023,CA-519,two or more races,1788
2023,CA-519,White,2568
2023,CA-520,"American Indian, Alaska Native, or Indigenous",38
2023,CA-520,Asian or Asian American,53
2023,CA-520,"Black, African American or African",504
2023,CA-520,Hispanic/Latina/e/o,173
2023,CA-520,Native Hawaiian or Pacific Islander,20
2023,CA-520,two or more races,3564
2023,CA-520,White,879
2023,CA-521,"American Indian, Alaska Native, or Indigenous",19
2023,CA-521,Asian or Asian American,12
2023,CA-521,"Black, African American or African",241
2023,CA-521,Hispanic/Latina/e/o,113
2023,CA-521,Native Hawaiian or Pacific Islander,NULL
2023,CA-521,two or more races,808
2023,CA-521,White,532
2023,CA-522,"American Indian, Alaska Native, or Indigenous",241
2023,CA-522,Asian or Asian American,11
2023,CA-522,"Black, African American or African",99
2023,CA-522,Hispanic/Latina/e/o,32
2023,CA-522,Native Hawaiian or Pacific Islander,17
2023,CA-522,two or more races,832
2023,CA-522,White,1563
2023,CA-523,"American Indian, Alaska Native, or Indigenous",26
2023,CA-523,Asian or Asian American,NULL
2023,CA-523,"Black, African American or African",14
2023,CA-523,Hispanic/Latina/e/o,34
2023,CA-523,Native Hawaiian or Pacific Islander,NULL
2023,CA-523,two or more races,328
2023,CA-523,White,314
2023,CA-524,"American Indian, Alaska Native, or Indigenous",52
2023,CA-524,Asian or Asian American,36
2023,CA-524,"Black, African American or African",273
2023,CA-524,Hispanic/Latina/e/o,345
2023,CA-524,Native Hawaiian or Pacific Islander,15
2023,CA-524,two or more races,1026
2023,CA-524,White,1720
2023,CA-525,"American Indian, Alaska Native, or Indigenous",22
2023,CA-525,Asian or Asian American,NULL
2023,CA-525,"Black, African American or African",31
2023,CA-525,Hispanic/Latina/e/o,14
2023,CA-525,Native Hawaiian or Pacific Islander,NULL
2023,CA-525,two or more races,162
2023,CA-525,White,443
2023,CA-526,"American Indian, Alaska Native, or Indigenous",19
2023,CA-526,Asian or Asian American,NULL
2023,CA-526,"Black, African American or African",26
2023,CA-526,Hispanic/Latina/e/o,11
2023,CA-526,Native Hawaiian or Pacific Islander,NULL
2023,CA-526,two or more races,380
2023,CA-526,White,666
2023,CA-527,"American Indian, Alaska Native, or Indigenous",17
2023,CA-527,Asian or Asian American,NULL
2023,CA-527,"Black, African American or African",NULL
2023,CA-527,Hispanic/Latina/e/o,32
2023,CA-527,Native Hawaiian or Pacific Islander,NULL
2023,CA-527,two or more races,181
2023,CA-527,White,481
2023,CA-529,"American Indian, Alaska Native, or Indigenous",25
2023,CA-529,Asian or Asian American,NULL
2023,CA-529,"Black, African American or African",12
2023,CA-529,Hispanic/Latina/e/o,14
2023,CA-529,Native Hawaiian or Pacific Islander,NULL
2023,CA-529,two or more races,149
2023,CA-529,White,293
2023,CA-530,"American Indian, Alaska Native, or Indigenous",31
2023,CA-530,Asian or Asian American,NULL
2023,CA-530,"Black, African American or African",NULL
2023,CA-530,Hispanic/Latina/e/o,NULL
2023,CA-530,Native Hawaiian or Pacific Islander,NULL
2023,CA-530,two or more races,91
2023,CA-530,White,47
2023,CA-531,"American Indian, Alaska Native, or Indigenous",26
2023,CA-531,Asian or Asian American,NULL
2023,CA-531,"Black, African American or African",27
2023,CA-531,Hispanic/Latina/e/o,26
2023,CA-531,Native Hawaiian or Pacific Islander,NULL
2023,CA-531,two or more races,306
2023,CA-531,White,857
2023,CA-600,"American Indian, Alaska Native, or Indigenous",586
2023,CA-600,Asian or Asian American,1277
2023,CA-600,"Black, African American or African",34333
2023,CA-600,Hispanic/Latina/e/o,9743
2023,CA-600,Native Hawaiian or Pacific Islander,454
2023,CA-600,two or more races,59383
2023,CA-600,White,18930
2023,CA-601,"American Indian, Alaska Native, or Indigenous",285
2023,CA-601,Asian or Asian American,442
2023,CA-601,"Black, African American or African",6170
2023,CA-601,Hispanic/Latina/e/o,1432
2023,CA-601,Native Hawaiian or Pacific Islander,259
2023,CA-601,two or more races,17925
2023,CA-601,White,8517
2023,CA-602,"American Indian, Alaska Native, or Indigenous",159
2023,CA-602,Asian or Asian American,571
2023,CA-602,"Black, African American or African",2057
2023,CA-602,Hispanic/Latina/e/o,1343
2023,CA-602,Native Hawaiian or Pacific Islander,239
2023,CA-602,two or more races,18542
2023,CA-602,White,6892
2023,CA-603,"American Indian, Alaska Native, or Indigenous",54
2023,CA-603,Asian or Asian American,37
2023,CA-603,"Black, African American or African",290
2023,CA-603,Hispanic/Latina/e/o,410
2023,CA-603,Native Hawaiian or Pacific Islander,24
2023,CA-603,two or more races,3981
2023,CA-603,White,1537
2023,CA-604,"American Indian, Alaska Native, or Indigenous",82
2023,CA-604,Asian or Asian American,46
2023,CA-604,"Black, African American or African",1969
2023,CA-604,Hispanic/Latina/e/o,310
2023,CA-604,Native Hawaiian or Pacific Islander,38
2023,CA-604,two or more races,7097
2023,CA-604,White,2805
2023,CA-606,"American Indian, Alaska Native, or Indigenous",50
2023,CA-606,Asian or Asian American,126
2023,CA-606,"Black, African American or African",2507
2023,CA-606,Hispanic/Latina/e/o,332
2023,CA-606,Native Hawaiian or Pacific Islander,61
2023,CA-606,two or more races,3032
2023,CA-606,White,1496
2023,CA-607,"American Indian, Alaska Native, or Indigenous",NULL
2023,CA-607,Asian or Asian American,27
2023,CA-607,"Black, African American or African",560
2023,CA-607,Hispanic/Latina/e/o,95
2023,CA-607,Native Hawaiian or Pacific Islander,NULL
2023,CA-607,two or more races,1030
2023,CA-607,White,296
2023,CA-608,"American Indian, Alaska Native, or Indigenous",117
2023,CA-608,Asian or Asian American,110
2023,CA-608,"Black, African American or African",2721
2023,CA-608,Hispanic/Latina/e/o,760
2023,CA-608,Native Hawaiian or Pacific Islander,67
2023,CA-608,two or more races,9237
2023,CA-608,White,3998
2023,CA-609,"American Indian, Alaska Native, or Indigenous",64
2023,CA-609,Asian or Asian American,46
2023,CA-609,"Black, African American or African",3381
2023,CA-609,Hispanic/Latina/e/o,366
2023,CA-609,Native Hawaiian or Pacific Islander,58
2023,CA-609,two or more races,6235
2023,CA-609,White,1875
2023,CA-611,"American Indian, Alaska Native, or Indigenous",19
2023,CA-611,Asian or Asian American,28
2023,CA-611,"Black, African American or African",219
2023,CA-611,Hispanic/Latina/e/o,131
2023,CA-611,Native Hawaiian or Pacific Islander,NULL
2023,CA-611,two or more races,2577
2023,CA-611,White,1198
2023,CA-612,"American Indian, Alaska Native, or Indigenous",11
2023,CA-612,Asian or Asian American,14
2023,CA-612,"Black, African American or African",229
2023,CA-612,Hispanic/Latina/e/o,55
2023,CA-612,Native Hawaiian or Pacific Islander,NULL
2023,CA-612,two or more races,525
2023,CA-612,White,302
2023,CA-613,"American Indian, Alaska Native, or Indigenous",NULL
2023,CA-613,Asian or Asian American,NULL
2023,CA-613,"Black, African American or African",84
2023,CA-613,Hispanic/Latina/e/o,197
2023,CA-613,Native Hawaiian or Pacific Islander,NULL
2023,CA-613,two or more races,2667
2023,CA-613,White,131
2023,CA-614,"American Indian, Alaska Native, or Indigenous",32
2023,CA-614,Asian or Asian American,24
2023,CA-614,"Black, African American or African",162
2023,CA-614,Hispanic/Latina/e/o,167
2023,CA-614,Native Hawaiian or Pacific Islander,20
2023,CA-614,two or more races,2307
2023,CA-614,White,1603
2024,All,"American Indian, Alaska Native, or Indigenous",3261
2024,All,Asian or Asian American,4612
2024,All,"Black, African American or African",64705
2024,All,Hispanic/Latina/e/o,34010
2024,All,Middle Eastern or North African,705
2024,All,Native Hawaiian or Pacific Islander,2356
2024,All,two or more races,138502
2024,All,White,68679
2024,CA-500,"American Indian, Alaska Native, or Indigenous",188
2024,CA-500,Asian or Asian American,540
2024,CA-500,"Black, African American or African",1417
2024,CA-500,Hispanic/Latina/e/o,1781
2024,CA-500,Middle Eastern or North African,105
2024,CA-500,Native Hawaiian or Pacific Islander,176
2024,CA-500,two or more races,11672
2024,CA-500,White,2201
2024,CA-501,"American Indian, Alaska Native, or Indigenous",242
2024,CA-501,Asian or Asian American,605
2024,CA-501,"Black, African American or African",5185
2024,CA-501,Hispanic/Latina/e/o,2429
2024,CA-501,Middle Eastern or North African,80
2024,CA-501,Native Hawaiian or Pacific Islander,290
2024,CA-501,two or more races,7514
2024,CA-501,White,3319
2024,CA-502,"American Indian, Alaska Native, or Indigenous",176
2024,CA-502,Asian or Asian American,301
2024,CA-502,"Black, African American or African",5661
2024,CA-502,Hispanic/Latina/e/o,795
2024,CA-502,Middle Eastern or North African,34
2024,CA-502,Native Hawaiian or Pacific Islander,160
2024,CA-502,two or more races,4469
2024,CA-502,White,2048
2024,CA-503,"American Indian, Alaska Native, or Indigenous",136
2024,CA-503,Asian or Asian American,137
2024,CA-503,"Black, African American or African",4203
2024,CA-503,Hispanic/Latina/e/o,460
2024,CA-503,Middle Eastern or North African,23
2024,CA-503,Native Hawaiian or Pacific Islander,151
2024,CA-503,two or more races,4393
2024,CA-503,White,2616
2024,CA-504,"American Indian, Alaska Native, or Indigenous",86
2024,CA-504,Asian or Asian American,23
2024,CA-504,"Black, African American or African",205
2024,CA-504,Hispanic/Latina/e/o,387
2024,CA-504,Middle Eastern or North African,NULL
2024,CA-504,Native Hawaiian or Pacific Islander,24
2024,CA-504,two or more races,1343
2024,CA-504,White,1506
2024,CA-505,"American Indian, Alaska Native, or Indigenous",102
2024,CA-505,Asian or Asian American,110
2024,CA-505,"Black, African American or African",2215
2024,CA-505,Hispanic/Latina/e/o,435
2024,CA-505,Middle Eastern or North African,NULL
2024,CA-505,Native Hawaiian or Pacific Islander,100
2024,CA-505,two or more races,2608
2024,CA-505,White,1935
2024,CA-506,"American Indian, Alaska Native, or Indigenous",25
2024,CA-506,Asian or Asian American,23
2024,CA-506,"Black, African American or African",166
2024,CA-506,Hispanic/Latina/e/o,445
2024,CA-506,Native Hawaiian or Pacific Islander,25
2024,CA-506,two or more races,2519
2024,CA-506,White,610
2024,CA-507,"American Indian, Alaska Native, or Indigenous",13
2024,CA-507,Asian or Asian American,19
2024,CA-507,"Black, African American or African",243
2024,CA-507,Hispanic/Latina/e/o,222
2024,CA-507,Middle Eastern or North African,NULL
2024,CA-507,Native Hawaiian or Pacific Islander,NULL
2024,CA-507,two or more races,613
2024,CA-507,White,570
2024,CA-508,"American Indian, Alaska Native, or Indigenous",24
2024,CA-508,Asian or Asian American,NULL
2024,CA-508,"Black, African American or African",46
2024,CA-508,Hispanic/Latina/e/o,217
2024,CA-508,Middle Eastern or North African,NULL
2024,CA-508,Native Hawaiian or Pacific Islander,NULL
2024,CA-508,two or more races,1050
2024,CA-508,White,515
2024,CA-509,"American Indian, Alaska Native, or Indigenous",91
2024,CA-509,Asian or Asian American,NULL
2024,CA-509,"Black, African American or African",20
2024,CA-509,Hispanic/Latina/e/o,29
2024,CA-509,Native Hawaiian or Pacific Islander,NULL
2024,CA-509,two or more races,277
2024,CA-509,White,534
2024,CA-510,"American Indian, Alaska Native, or Indigenous",41
2024,CA-510,Asian or Asian American,47
2024,CA-510,"Black, African American or African",429
2024,CA-510,Hispanic/Latina/e/o,641
2024,CA-510,Middle Eastern or North African,NULL
2024,CA-510,Native Hawaiian or Pacific Islander,42
2024,CA-510,two or more races,2786
2024,CA-510,White,1586
2024,CA-511,"American Indian, Alaska Native, or Indigenous",37
2024,CA-511,Asian or Asian American,150
2024,CA-511,"Black, African American or African",1808
2024,CA-511,Hispanic/Latina/e/o,783
2024,CA-511,Middle Eastern or North African,NULL
2024,CA-511,Native Hawaiian or Pacific Islander,34
2024,CA-511,two or more races,3426
2024,CA-511,White,1273
2024,CA-512,"American Indian, Alaska Native, or Indigenous",29
2024,CA-512,Asian or Asian American,223
2024,CA-512,"Black, African American or African",795
2024,CA-512,Hispanic/Latina/e/o,446
2024,CA-512,Middle Eastern or North African,23
2024,CA-512,Native Hawaiian or Pacific Islander,314
2024,CA-512,two or more races,3401
2024,CA-512,White,1580
2024,CA-513,"American Indian, Alaska Native, or Indigenous",78
2024,CA-513,Asian or Asian American,25
2024,CA-513,"Black, African American or African",332
2024,CA-513,Hispanic/Latina/e/o,921
2024,CA-513,Middle Eastern or North African,NULL
2024,CA-513,Native Hawaiian or Pacific Islander,NULL
2024,CA-513,two or more races,2780
2024,CA-513,White,1095
2024,CA-514,"American Indian, Alaska Native, or Indigenous",225
2024,CA-514,Asian or Asian American,217
2024,CA-514,"Black, African American or African",1426
2024,CA-514,Hispanic/Latina/e/o,1617
2024,CA-514,Middle Eastern or North African,NULL
2024,CA-514,Native Hawaiian or Pacific Islander,30
2024,CA-514,two or more races,4735
2024,CA-514,White,2211
2024,CA-515,"American Indian, Alaska Native, or Indigenous",61
2024,CA-515,Asian or Asian American,24
2024,CA-515,"Black, African American or African",179
2024,CA-515,Hispanic/Latina/e/o,72
2024,CA-515,Middle Eastern or North African,NULL
2024,CA-515,Native Hawaiian or Pacific Islander,NULL
2024,CA-515,two or more races,726
2024,CA-515,White,1148
2024,CA-516,"American Indian, Alaska Native, or Indigenous",115
2024,CA-516,Asian or Asian American,16
2024,CA-516,"Black, African American or African",57
2024,CA-516,Hispanic/Latina/e/o,50
2024,CA-516,Middle Eastern or North African,NULL
2024,CA-516,Native Hawaiian or Pacific Islander,NULL
2024,CA-516,two or more races,556
2024,CA-516,White,1099
2024,CA-517,"American Indian, Alaska Native, or Indigenous",12
2024,CA-517,Asian or Asian American,NULL
2024,CA-517,"Black, African American or African",39
2024,CA-517,Hispanic/Latina/e/o,98
2024,CA-517,Middle Eastern or North African,NULL
2024,CA-517,Native Hawaiian or Pacific Islander,NULL
2024,CA-517,two or more races,530
2024,CA-517,White,323
2024,CA-518,"American Indian, Alaska Native, or Indigenous",17
2024,CA-518,Asian or Asian American,29
2024,CA-518,"Black, African American or African",499
2024,CA-518,Hispanic/Latina/e/o,65
2024,CA-518,Middle Eastern or North African,NULL
2024,CA-518,Native Hawaiian or Pacific Islander,20
2024,CA-518,two or more races,377
2024,CA-518,White,353
2024,CA-519,"American Indian, Alaska Native, or Indigenous",126
2024,CA-519,Asian or Asian American,50
2024,CA-519,"Black, African American or African",270
2024,CA-519,Hispanic/Latina/e/o,130
2024,CA-519,Middle Eastern or North African,59
2024,CA-519,Native Hawaiian or Pacific Islander,29
2024,CA-519,two or more races,1553
2024,CA-519,White,2405
2024,CA-520,"American Indian, Alaska Native, or Indigenous",21
2024,CA-520,Asian or Asian American,36
2024,CA-520,"Black, African American or African",271
2024,CA-520,Hispanic/Latina/e/o,382
2024,CA-520,Middle Eastern or North African,NULL
2024,CA-520,Native Hawaiian or Pacific Islander,13
2024,CA-520,two or more races,1475
2024,CA-520,White,663
2024,CA-521,"American Indian, Alaska Native, or Indigenous",11
2024,CA-521,Asian or Asian American,NULL
2024,CA-521,"Black, African American or African",131
2024,CA-521,Hispanic/Latina/e/o,94
2024,CA-521,Middle Eastern or North African,NULL
2024,CA-521,Native Hawaiian or Pacific Islander,NULL
2024,CA-521,two or more races,354
2024,CA-521,White,314
2024,CA-522,"American Indian, Alaska Native, or Indigenous",194
2024,CA-522,Asian or Asian American,15
2024,CA-522,"Black, African American or African",78
2024,CA-522,Hispanic/Latina/e/o,48
2024,CA-522,Middle Eastern or North African,NULL
2024,CA-522,Native Hawaiian or Pacific Islander,11
2024,CA-522,two or more races,518
2024,CA-522,White,1333
2024,CA-523,"American Indian, Alaska Native, or Indigenous",12
2024,CA-523,"Black, African American or African",17
2024,CA-523,Hispanic/Latina/e/o,50
2024,CA-523,Middle Eastern or North African,NULL
2024,CA-523,Native Hawaiian or Pacific Islander,NULL
2024,CA-523,two or more races,77
2024,CA-523,White,199
2024,CA-524,"American Indian, Alaska Native, or Indigenous",45
2024,CA-524,Asian or Asian American,12
2024,CA-524,"Black, African American or African",148
2024,CA-524,Hispanic/Latina/e/o,266
2024,CA-524,Middle Eastern or North African,NULL
2024,CA-524,Native Hawaiian or Pacific Islander,NULL
2024,CA-524,two or more races,458
2024,CA-524,White,1100
2024,CA-525,"American Indian, Alaska Native, or Indigenous",NULL
2024,CA-525,Asian or Asian American,NULL
2024,CA-525,"Black, African American or African",20
2024,CA-525,Hispanic/Latina/e/o,20
2024,CA-525,Middle Eastern or North African,NULL
2024,CA-525,Native Hawaiian or Pacific Islander,NULL
2024,CA-525,two or more races,80
2024,CA-525,White,311
2024,CA-526,"American Indian, Alaska Native, or Indigenous",NULL
2024,CA-526,Asian or Asian American,NULL
2024,CA-526,"Black, African American or African",23
2024,CA-526,Hispanic/Latina/e/o,32
2024,CA-526,Middle Eastern or North African,NULL
2024,CA-526,Native Hawaiian or Pacific Islander,NULL
2024,CA-526,two or more races,227
2024,CA-526,White,450
2024,CA-527,"American Indian, Alaska Native, or Indigenous",13
2024,CA-527,Asian or Asian American,NULL
2024,CA-527,"Black, African American or African",NULL
2024,CA-527,Hispanic/Latina/e/o,28
2024,CA-527,Native Hawaiian or Pacific Islander,NULL
2024,CA-527,two or more races,142
2024,CA-527,White,389
2024,CA-529,"American Indian, Alaska Native, or Indigenous",13
2024,CA-529,Asian or Asian American,NULL
2024,CA-529,"Black, African American or African",NULL
2024,CA-529,Hispanic/Latina/e/o,13
2024,CA-529,Middle Eastern or North African,NULL
2024,CA-529,Native Hawaiian or Pacific Islander,NULL
2024,CA-529,two or more races,87
2024,CA-529,White,167
2024,CA-530,"American Indian, Alaska Native, or Indigenous",NULL
2024,CA-530,Asian or Asian American,NULL
2024,CA-530,Hispanic/Latina/e/o,NULL
2024,CA-530,Native Hawaiian or Pacific Islander,NULL
2024,CA-530,two or more races,46
2024,CA-530,White,22
2024,CA-531,"American Indian, Alaska Native, or Indigenous",29
2024,CA-531,Asian or Asian American,NULL
2024,CA-531,"Black, African American or African",21
2024,CA-531,Hispanic/Latina/e/o,32
2024,CA-531,Middle Eastern or North African,NULL
2024,CA-531,Native Hawaiian or Pacific Islander,NULL
2024,CA-531,two or more races,188
2024,CA-531,White,642
2024,CA-600,"American Indian, Alaska Native, or Indigenous",440
2024,CA-600,Asian or Asian American,996
2024,CA-600,"Black, African American or African",26117
2024,CA-600,Hispanic/Latina/e/o,12181
2024,CA-600,Middle Eastern or North African,151
2024,CA-600,Native Hawaiian or Pacific Islander,329
2024,CA-600,two or more races,37727
2024,CA-600,White,13722
2024,CA-601,"American Indian, Alaska Native, or Indigenous",236
2024,CA-601,Asian or Asian American,340
2024,CA-601,"Black, African American or African",4354
2024,CA-601,Hispanic/Latina/e/o,2090
2024,CA-601,Middle Eastern or North African,65
2024,CA-601,Native Hawaiian or Pacific Islander,201
2024,CA-601,two or more races,10500
2024,CA-601,White,6313
2024,CA-602,"American Indian, Alaska Native, or Indigenous",127
2024,CA-602,Asian or Asian American,390
2024,CA-602,"Black, African American or African",1493
2024,CA-602,Hispanic/Latina/e/o,2658
2024,CA-602,Middle Eastern or North African,47
2024,CA-602,Native Hawaiian or Pacific Islander,165
2024,CA-602,two or more races,9706
2024,CA-602,White,4886
2024,CA-603,"American Indian, Alaska Native, or Indigenous",38
2024,CA-603,Asian or Asian American,22
2024,CA-603,"Black, African American or African",202
2024,CA-603,Hispanic/Latina/e/o,512
2024,CA-603,Middle Eastern or North African,NULL
2024,CA-603,Native Hawaiian or Pacific Islander,13
2024,CA-603,two or more races,1844
2024,CA-603,White,1030
2024,CA-604,"American Indian, Alaska Native, or Indigenous",81
2024,CA-604,Asian or Asian American,30
2024,CA-604,"Black, African American or African",1230
2024,CA-604,Hispanic/Latina/e/o,670
2024,CA-604,Middle Eastern or North African,NULL
2024,CA-604,Native Hawaiian or Pacific Islander,24
2024,CA-604,two or more races,3982
2024,CA-604,White,1972
2024,CA-606,"American Indian, Alaska Native, or Indigenous",31
2024,CA-606,Asian or Asian American,89
2024,CA-606,"Black, African American or African",1847
2024,CA-606,Hispanic/Latina/e/o,428
2024,CA-606,Middle Eastern or North African,NULL
2024,CA-606,Native Hawaiian or Pacific Islander,42
2024,CA-606,two or more races,1721
2024,CA-606,White,1067
2024,CA-607,"American Indian, Alaska Native, or Indigenous",NULL
2024,CA-607,Asian or Asian American,11
2024,CA-607,"Black, African American or African",407
2024,CA-607,Hispanic/Latina/e/o,151
2024,CA-607,Middle Eastern or North African,NULL
2024,CA-607,Native Hawaiian or Pacific Islander,NULL
2024,CA-607,two or more races,632
2024,CA-607,White,207
2024,CA-608,"American Indian, Alaska Native, or Indigenous",85
2024,CA-608,Asian or Asian American,92
2024,CA-608,"Black, African American or African",1877
2024,CA-608,Hispanic/Latina/e/o,1421
2024,CA-608,Middle Eastern or North African,NULL
2024,CA-608,Native Hawaiian or Pacific Islander,42
2024,CA-608,two or more races,4560
2024,CA-608,White,2555
2024,CA-609,"American Indian, Alaska Native, or Indigenous",56
2024,CA-609,Asian or Asian American,35
2024,CA-609,"Black, African American or African",2386
2024,CA-609,Hispanic/Latina/e/o,613
2024,CA-609,Middle Eastern or North African,NULL
2024,CA-609,Native Hawaiian or Pacific Islander,48
2024,CA-609,two or more races,3242
2024,CA-609,White,1293
2024,CA-611,"American Indian, Alaska Native, or Indigenous",20
2024,CA-611,Asian or Asian American,19
2024,CA-611,"Black, African American or African",168
2024,CA-611,Hispanic/Latina/e/o,250
2024,CA-611,Middle Eastern or North African,NULL
2024,CA-611,Native Hawaiian or Pacific Islander,NULL
2024,CA-611,two or more races,1751
2024,CA-611,White,938
2024,CA-612,"American Indian, Alaska Native, or Indigenous",NULL
2024,CA-612,Asian or Asian American,14
2024,CA-612,"Black, African American or African",171
2024,CA-612,Hispanic/Latina/e/o,55
2024,CA-612,Middle Eastern or North African,20
2024,CA-612,Native Hawaiian or Pacific Islander,NULL
2024,CA-612,two or more races,217
2024,CA-612,White,155
2024,CA-613,"American Indian, Alaska Native, or Indigenous",NULL
2024,CA-613,Asian or Asian American,NULL
2024,CA-613,"Black, African American or African",46
2024,CA-613,Hispanic/Latina/e/o,190
2024,CA-613,Native Hawaiian or Pacific Islander,NULL
2024,CA-613,two or more races,1611
2024,CA-613,White,93
2024,CA-614,"American Indian, Alaska Native, or Indigenous",19
2024,CA-614,Asian or Asian American,11
2024,CA-614,"Black, African American or African",107
2024,CA-614,Hispanic/Latina/e/o,276
2024,CA-614,Native Hawaiian or Pacific Islander,20
2024,CA-614,two or more races,1525
2024,CA-614,White,1264
